id,place_id,code,name,normalized_query_name,full_name,level,province,city,county,town,collection_phase,priority,status,source_strategy,risk_flag,attempt_count,last_attempt_at,error,created_at,updated_at
next_origin:admin_street_pilot:ac77bbf15037f8fc0d163ba94eda4737fa9f396d,ac77bbf15037f8fc0d163ba94eda4737fa9f396d,110101001,东华门街道,东华门街道,北京市/市辖区/东城区/东华门街道,town,北京市,市辖区,东城区,东华门街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,0,,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:0acf852cd54d3b2e1b242ded7600033a7cf58c03,0acf852cd54d3b2e1b242ded7600033a7cf58c03,120112003,海棠街道,海棠街道,天津市/市辖区/津南区/海棠街道,town,天津市,市辖区,津南区,海棠街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:b017cb9739d52b14f1c56258a78ea8bc7c72c1e3,b017cb9739d52b14f1c56258a78ea8bc7c72c1e3,120113001,果园新村街道,果园新村街道,天津市/市辖区/北辰区/果园新村街道,town,天津市,市辖区,北辰区,果园新村街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:46c49789973e6c966ad7abf698f9ea689237a73a,46c49789973e6c966ad7abf698f9ea689237a73a,120113002,集贤里街道,集贤里街道,天津市/市辖区/北辰区/集贤里街道,town,天津市,市辖区,北辰区,集贤里街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:bc405db0c74955d1e712fa8869bfa7236bc025d9,bc405db0c74955d1e712fa8869bfa7236bc025d9,120113003,普东街道,普东街道,天津市/市辖区/北辰区/普东街道,town,天津市,市辖区,北辰区,普东街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:f38ce2bcf9e514bb35b66487fd456b6671ac8174,f38ce2bcf9e514bb35b66487fd456b6671ac8174,120113004,瑞景街道,瑞景街道,天津市/市辖区/北辰区/瑞景街道,town,天津市,市辖区,北辰区,瑞景街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ea5b2a7ed755c59d5905e0d2a058f22e7091ed21,ea5b2a7ed755c59d5905e0d2a058f22e7091ed21,120113005,佳荣里街道,佳荣里街道,天津市/市辖区/北辰区/佳荣里街道,town,天津市,市辖区,北辰区,佳荣里街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:70a14d1cf9db99731e75774c842e3c28193118fb,70a14d1cf9db99731e75774c842e3c28193118fb,120113006,青源街道,青源街道,天津市/市辖区/北辰区/青源街道,town,天津市,市辖区,北辰区,青源街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4482c2cee37acf5a03367d746a9a7b697eef6fa5,4482c2cee37acf5a03367d746a9a7b697eef6fa5,120113007,广源街道,广源街道,天津市/市辖区/北辰区/广源街道,town,天津市,市辖区,北辰区,广源街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:acc56835a6b12b5eb2d21db5e1aabeb2a55086e9,acc56835a6b12b5eb2d21db5e1aabeb2a55086e9,120113008,双环邨街道,双环邨街道,天津市/市辖区/北辰区/双环邨街道,town,天津市,市辖区,北辰区,双环邨街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c0b8a6d048e69ba6146df0ac1f15c5da8beb2c21,c0b8a6d048e69ba6146df0ac1f15c5da8beb2c21,120114001,杨村街道,杨村街道,天津市/市辖区/武清区/杨村街道,town,天津市,市辖区,武清区,杨村街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:38f594f6a48d98be908405066fe6f8a483fadf49,38f594f6a48d98be908405066fe6f8a483fadf49,120114002,下朱庄街道,下朱庄街道,天津市/市辖区/武清区/下朱庄街道,town,天津市,市辖区,武清区,下朱庄街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:7a1183a5c0d4fd7d96717a3210ef11e4c993b6ca,7a1183a5c0d4fd7d96717a3210ef11e4c993b6ca,120114003,东蒲洼街道,东蒲洼街道,天津市/市辖区/武清区/东蒲洼街道,town,天津市,市辖区,武清区,东蒲洼街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c2ce5cb7e9c0eab7097cb74d7b3f55263a4958e4,c2ce5cb7e9c0eab7097cb74d7b3f55263a4958e4,120114004,黄庄街道,黄庄街道,天津市/市辖区/武清区/黄庄街道,town,天津市,市辖区,武清区,黄庄街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:16325ce92aa0214ea11d0297c753002ffdb23d5b,16325ce92aa0214ea11d0297c753002ffdb23d5b,120114005,徐官屯街道,徐官屯街道,天津市/市辖区/武清区/徐官屯街道,town,天津市,市辖区,武清区,徐官屯街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:a81845fcf4347b343e70e5f1a36d62541633d193,a81845fcf4347b343e70e5f1a36d62541633d193,120114006,运河西街道,运河西街道,天津市/市辖区/武清区/运河西街道,town,天津市,市辖区,武清区,运河西街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:e19b59e9e905393915a67ee39275b1fe048bd8eb,e19b59e9e905393915a67ee39275b1fe048bd8eb,120115001,海滨街道,海滨街道,天津市/市辖区/宝坻区/海滨街道,town,天津市,市辖区,宝坻区,海滨街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4b1963809b77e8ee1600e1f32b94e54264b216d2,4b1963809b77e8ee1600e1f32b94e54264b216d2,120115002,宝平街道,宝平街道,天津市/市辖区/宝坻区/宝平街道,town,天津市,市辖区,宝坻区,宝平街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:fc8e2d5e2e5f6fb6d3a380df18e38cc3fca32ebd,fc8e2d5e2e5f6fb6d3a380df18e38cc3fca32ebd,120115003,钰华街道,钰华街道,天津市/市辖区/宝坻区/钰华街道,town,天津市,市辖区,宝坻区,钰华街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:f9215d2566bf51be347fd55b0180cbf661d88f96,f9215d2566bf51be347fd55b0180cbf661d88f96,120115006,周良街道,周良街道,天津市/市辖区/宝坻区/周良街道,town,天津市,市辖区,宝坻区,周良街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:e816e9c92c0b6a4e8a0ec5d340ab96371e444a68,e816e9c92c0b6a4e8a0ec5d340ab96371e444a68,120115007,潮阳街道,潮阳街道,天津市/市辖区/宝坻区/潮阳街道,town,天津市,市辖区,宝坻区,潮阳街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:725eb461dabc2b5f28e21b74fda3cdcc809d4604,725eb461dabc2b5f28e21b74fda3cdcc809d4604,120115008,朝霞街道,朝霞街道,天津市/市辖区/宝坻区/朝霞街道,town,天津市,市辖区,宝坻区,朝霞街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:64ed924cea236cf1b858195602969903498ec23f,64ed924cea236cf1b858195602969903498ec23f,120116001,塘沽街道,塘沽街道,天津市/市辖区/滨海新区/塘沽街道,town,天津市,市辖区,滨海新区,塘沽街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:a63ddc8a226502300b53d69d9d8845e133ff1dbe,a63ddc8a226502300b53d69d9d8845e133ff1dbe,120116005,杭州道街道,杭州道街道,天津市/市辖区/滨海新区/杭州道街道,town,天津市,市辖区,滨海新区,杭州道街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:a331e378d838a5d3c763fbc5038bfeb6ebcb8c9e,a331e378d838a5d3c763fbc5038bfeb6ebcb8c9e,120116006,新河街道,新河街道,天津市/市辖区/滨海新区/新河街道,town,天津市,市辖区,滨海新区,新河街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:3e8f0fafef2ac6da63a43d3472cd3793dd7189da,3e8f0fafef2ac6da63a43d3472cd3793dd7189da,120116007,大沽街道,大沽街道,天津市/市辖区/滨海新区/大沽街道,town,天津市,市辖区,滨海新区,大沽街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ba6177cb2bbd8a745c16f131e48a2d6666ee7af4,ba6177cb2bbd8a745c16f131e48a2d6666ee7af4,120116008,新北街道,新北街道,天津市/市辖区/滨海新区/新北街道,town,天津市,市辖区,滨海新区,新北街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:adfae1045f96431d3def6da2a5ac78c01b1e4e37,adfae1045f96431d3def6da2a5ac78c01b1e4e37,120116009,北塘街道,北塘街道,天津市/市辖区/滨海新区/北塘街道,town,天津市,市辖区,滨海新区,北塘街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:727808f799df57d45fb729c75f213a30251849db,727808f799df57d45fb729c75f213a30251849db,120116011,胡家园街道,胡家园街道,天津市/市辖区/滨海新区/胡家园街道,town,天津市,市辖区,滨海新区,胡家园街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:005574bd2a42703944cc963cf1e30744ae707b45,005574bd2a42703944cc963cf1e30744ae707b45,120116012,新港街道,新港街道,天津市/市辖区/滨海新区/新港街道,town,天津市,市辖区,滨海新区,新港街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:d0f39f0272510b11bec86165df399d22d78cfad8,d0f39f0272510b11bec86165df399d22d78cfad8,120116013,新村街道,新村街道,天津市/市辖区/滨海新区/新村街道,town,天津市,市辖区,滨海新区,新村街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:b39c5381633542942baba2883ab9fdaf4bbe7dbd,b39c5381633542942baba2883ab9fdaf4bbe7dbd,120116014,天津经济技术开发区东区泰达街道,天津经济技术开发区东区泰达街道,天津市/市辖区/滨海新区/天津经济技术开发区东区泰达街道,town,天津市,市辖区,滨海新区,天津经济技术开发区东区泰达街道,admin_street_pilot,40,needs_review,mca_geonames_fast;official_first,nonstandard_area,2,2026-07-21T08:05:29.594222+00:00,nonstandard_area_manual_review,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:94048d7424fff9718a15904a2392b1645337b5db,94048d7424fff9718a15904a2392b1645337b5db,120116031,汉沽街道,汉沽街道,天津市/市辖区/滨海新区/汉沽街道,town,天津市,市辖区,滨海新区,汉沽街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:e74fe837f51b79f789bae1dbee6df577d963dc9e,e74fe837f51b79f789bae1dbee6df577d963dc9e,120116032,寨上街道,寨上街道,天津市/市辖区/滨海新区/寨上街道,town,天津市,市辖区,滨海新区,寨上街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:11051b4099101c49df478d10bd3bd46aa4052a94,11051b4099101c49df478d10bd3bd46aa4052a94,120116033,茶淀街道,茶淀街道,天津市/市辖区/滨海新区/茶淀街道,town,天津市,市辖区,滨海新区,茶淀街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:871a753750de02b1bd074dc2066379bfa386a1a6,871a753750de02b1bd074dc2066379bfa386a1a6,120116051,大港街道,大港街道,天津市/市辖区/滨海新区/大港街道,town,天津市,市辖区,滨海新区,大港街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:5008fb207db4198316a75dadb3dff045a2c58bf8,5008fb207db4198316a75dadb3dff045a2c58bf8,120116053,古林街道,古林街道,天津市/市辖区/滨海新区/古林街道,town,天津市,市辖区,滨海新区,古林街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:0f7d7074c21a88a741375b8da2a99e3007a9830a,0f7d7074c21a88a741375b8da2a99e3007a9830a,120116054,海滨街道,海滨街道,天津市/市辖区/滨海新区/海滨街道,town,天津市,市辖区,滨海新区,海滨街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:2affff77ecc88e59e9b0412d37c8f06221b4b940,2affff77ecc88e59e9b0412d37c8f06221b4b940,120117001,芦台街道,芦台街道,天津市/市辖区/宁河区/芦台街道,town,天津市,市辖区,宁河区,芦台街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:997d465b49227e20400504ff536bf311bbe7eb5a,997d465b49227e20400504ff536bf311bbe7eb5a,120117002,桥北街道,桥北街道,天津市/市辖区/宁河区/桥北街道,town,天津市,市辖区,宁河区,桥北街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c99b6b2da706e2a0fb501b41851c8b423f6452dd,c99b6b2da706e2a0fb501b41851c8b423f6452dd,120118001,华康街道,华康街道,天津市/市辖区/静海区/华康街道,town,天津市,市辖区,静海区,华康街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:0297bbfd628aac19a07d11102c40297de60912b7,0297bbfd628aac19a07d11102c40297de60912b7,120118002,朝阳街道,朝阳街道,天津市/市辖区/静海区/朝阳街道,town,天津市,市辖区,静海区,朝阳街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:52ca8f41fedda473ce56d377619be1675e7d9dda,52ca8f41fedda473ce56d377619be1675e7d9dda,120119001,文昌街道,文昌街道,天津市/市辖区/蓟州区/文昌街道,town,天津市,市辖区,蓟州区,文昌街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4aa5e853d98c22a83c1c5b973cd271dea7b01dea,4aa5e853d98c22a83c1c5b973cd271dea7b01dea,130102001,建北街道,建北街道,河北省/石家庄市/长安区/建北街道,town,河北省,石家庄市,长安区,建北街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:b22e111aa2fedf71aeb48404e5dbce38b3cc4269,b22e111aa2fedf71aeb48404e5dbce38b3cc4269,130102002,青园街道,青园街道,河北省/石家庄市/长安区/青园街道,town,河北省,石家庄市,长安区,青园街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:cab0f9aef3897041eb0838bcdc247e80d7482c44,cab0f9aef3897041eb0838bcdc247e80d7482c44,130102003,广安街道,广安街道,河北省/石家庄市/长安区/广安街道,town,河北省,石家庄市,长安区,广安街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:171d5fde7b028c232eced0eedc57beb3b49f507a,171d5fde7b028c232eced0eedc57beb3b49f507a,130102004,育才街道,育才街道,河北省/石家庄市/长安区/育才街道,town,河北省,石家庄市,长安区,育才街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:791808e1fc32944cc95b88293d082554ddf321bf,791808e1fc32944cc95b88293d082554ddf321bf,130102005,跃进街道,跃进街道,河北省/石家庄市/长安区/跃进街道,town,河北省,石家庄市,长安区,跃进街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:a350347bdebbb3ef6ae5f9639595e1f7aacfcb62,a350347bdebbb3ef6ae5f9639595e1f7aacfcb62,130102007,河东街道,河东街道,河北省/石家庄市/长安区/河东街道,town,河北省,石家庄市,长安区,河东街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:b140f631c8ebf6c47558f33229ab0cb7d72ea495,b140f631c8ebf6c47558f33229ab0cb7d72ea495,130102010,长丰街道,长丰街道,河北省/石家庄市/长安区/长丰街道,town,河北省,石家庄市,长安区,长丰街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:7d3dddd42f50d3c7fe2cbd667bb47fb2343352c7,7d3dddd42f50d3c7fe2cbd667bb47fb2343352c7,130102011,谈固街道,谈固街道,河北省/石家庄市/长安区/谈固街道,town,河北省,石家庄市,长安区,谈固街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:5d0d96ca1a6ef25725271de4f31ff8537fd5741a,5d0d96ca1a6ef25725271de4f31ff8537fd5741a,130102012,中山东路街道,中山东路街道,河北省/石家庄市/长安区/中山东路街道,town,河北省,石家庄市,长安区,中山东路街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4db8f0b87a742fb11fb84dcd5d5498261791790d,4db8f0b87a742fb11fb84dcd5d5498261791790d,130102013,阜康街道,阜康街道,河北省/石家庄市/长安区/阜康街道,town,河北省,石家庄市,长安区,阜康街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:495af6f08a90d9515f92304828365b4f1a593438,495af6f08a90d9515f92304828365b4f1a593438,130102014,建安街道,建安街道,河北省/石家庄市/长安区/建安街道,town,河北省,石家庄市,长安区,建安街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ddb9aa68ac403a90fc2c99544d44b664809e5bca,ddb9aa68ac403a90fc2c99544d44b664809e5bca,130102015,胜北街道,胜北街道,河北省/石家庄市/长安区/胜北街道,town,河北省,石家庄市,长安区,胜北街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:56:49.176271+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:09d2afa315649af8dee28f47b1557ddbb15e0dc3,09d2afa315649af8dee28f47b1557ddbb15e0dc3,130104001,东里街道,东里街道,河北省/石家庄市/桥西区/东里街道,town,河北省,石家庄市,桥西区,东里街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:0727aaeafad75d644cecdb78c39252256a9e2365,0727aaeafad75d644cecdb78c39252256a9e2365,130104002,中山街道,中山街道,河北省/石家庄市/桥西区/中山街道,town,河北省,石家庄市,桥西区,中山街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:be712559ac57f6ffa947d03cce5eceedaafe866b,be712559ac57f6ffa947d03cce5eceedaafe866b,130104004,南长街道,南长街道,河北省/石家庄市/桥西区/南长街道,town,河北省,石家庄市,桥西区,南长街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c2a5c269001f2583afcb9a54e07b00766fc32226,c2a5c269001f2583afcb9a54e07b00766fc32226,130104005,维明街道,维明街道,河北省/石家庄市/桥西区/维明街道,town,河北省,石家庄市,桥西区,维明街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:9a679409098b51bd97b84606e9847de0d9da0bd7,9a679409098b51bd97b84606e9847de0d9da0bd7,130104007,友谊街道,友谊街道,河北省/石家庄市/桥西区/友谊街道,town,河北省,石家庄市,桥西区,友谊街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:5f38d38e802d3a0692c418cdba8acdc2dd33fc9d,5f38d38e802d3a0692c418cdba8acdc2dd33fc9d,130104008,红旗街道,红旗街道,河北省/石家庄市/桥西区/红旗街道,town,河北省,石家庄市,桥西区,红旗街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:288e5dfecd71d5fd0726e4d837eb59593a977765,288e5dfecd71d5fd0726e4d837eb59593a977765,130104009,新石街道,新石街道,河北省/石家庄市/桥西区/新石街道,town,河北省,石家庄市,桥西区,新石街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:d0068d7715812f06c406bdac4833923e9459171f,d0068d7715812f06c406bdac4833923e9459171f,130104010,苑东街道,苑东街道,河北省/石家庄市/桥西区/苑东街道,town,河北省,石家庄市,桥西区,苑东街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T08:05:29.594222+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
